"Date/Time","Direction","Calling","Called","Extension","Ring","Wait","Talk","Answer","Class of Service","Site","Account","Recording","Cost","Charge Description","Source",
"02/01/2018 18:00:30","Outbound","02034053382","0019728696880","382","14",,"29","Answered","International","106 New Bond Street ",,"true","£0.009","USA ","Desk Phone"
"02/01/2018 18:01:49","Outbound","02034053382","0017132382050","382","13",,"1","Answered","International","106 New Bond Street ",,"true","£0","USA ","Desk Phone"
"02/01/2018 18:02:08","Outbound","02034053382","0017132382050","382","10",,"1","Answered","International","106 New Bond Street ",,"true","£0","USA ","Desk Phone"
"02/01/2018 18:02:22","Outbound","02034053382","0017132382050","382","12",,"1","Answered","International","106 New Bond Street ",,"true","£0","USA ","Desk Phone"
"02/01/2018 18:02:42","Outbound","02034053382","0017132382050","382","10",,"1","Answered","International","106 New Bond Street ",,"true","£0","USA ","Desk Phone"
"02/01/2018 18:02:56","Outbound","02034053382","0017132382050","382","10",,"1","Answered","International","106 New Bond Street ",,"true","£0","USA ","Desk Phone"
"02/01/2018 18:03:09","Outbound","02034053382","0017132382050","382","9",,"1","Answered","International","106 New Bond Street ",,"true","£0","USA ","Desk Phone"
"02/01/2018 18:03:44","Outbound","02034053382","02074847484","382","7",,"34","Answered","National","106 New Bond Street ",,"true","£0","UK London","Desk Phone"
"02/01/2018 18:04:39","Outbound","02034053382","0016172437112","382","32",,"2","Answered","International","106 New Bond Street ",,"true","£0.001","USA ","Desk Phone"
"02/01/2018 18:05:15","Outbound","02034053382","0016172437112","382","35",,"1","Answered","International","106 New Bond Street ",,"true","£0","USA ","Desk Phone"
"02/01/2018 18:06:12","Outbound","02034053382","0013058252225","382","16",,"21","Answered","International","106 New Bond Street ",,"true","£0.007","USA ","Desk Phone"
"02/01/2018 18:07:01","Outbound","02034053382","0015186735417","382","23",,"12","Answered","International","106 New Bond Street ",,"true","£0.004","USA ","Desk Phone"
"02/01/2018 18:08:25","Outbound","02034053371","0014164103648","371","1",,"4","Answered","International","106 New Bond Street ",,"true","£0.001","USA ","Desk Phone"
"02/01/2018 18:08:34","Outbound","02034053382","0015614040484","382","16",,"36","Answered","International","106 New Bond Street ",,"true","£0.011","USA ","Desk Phone"
"02/01/2018 18:08:36","Outbound","02034053371","0014164103648","371","1",,"4","Answered","International","106 New Bond Street ",,"true","£0.001","USA ","Desk Phone"
"02/01/2018 18:08:45","Outbound","02034053371","0018437257500","371","2",,"3","Answered","International","106 New Bond Street ",,"true","£0.001","USA ","Desk Phone"
"02/01/2018 18:08:54","Outbound","02034053371","0018437257500","371","4",,"2","Answered","International","106 New Bond Street ",,"true","£0.001","USA ","Desk Phone"
"02/01/2018 18:09:06","Outbound","02034053371","0014164103648","371","1",,"3","Answered","International","106 New Bond Street ",,"true","£0.001","USA ","Desk Phone"
"02/01/2018 18:09:14","Outbound","02034053371","0014164103648","371","2",,"3","Answered","International","106 New Bond Street ",,"true","£0.001","USA ","Desk Phone"
"02/01/2018 18:09:24","Outbound","02034053371","0018437257500","371","2",,"4","Answered","International","106 New Bond Street ",,"true","£0.001","USA ","Desk Phone"
"02/01/2018 18:09:34","Outbound","02034053371","0018437257500","371","3",,"3","Answered","International","106 New Bond Street ",,"true","£0.001","USA ","Desk Phone"
"02/01/2018 18:09:58","Outbound","02034053371","0013108663389","371","4",,"0","Unanswered","International","106 New Bond Street ",,"false",,,"Desk Phone"
"02/01/2018 18:10:03","Outbound","02034053382","0014845831400","382","14",,"52","Answered","International","106 New Bond Street ",,"true","£0.016","USA ","Desk Phone"
"02/01/2018 18:10:17","Outbound","02034053371","0012124831818","371","2",,"0","Unanswered","International","106 New Bond Street ",,"false",,,"Desk Phone"
"02/01/2018 18:11:11","Outbound","02034053382","0014845831400","382","52",,"0","Unanswered","International","106 New Bond Street ",,"true",,,"Desk Phone"
"02/01/2018 18:19:21","Outbound","02034053382","0017132382050","382","10",,"1","Answered","International","106 New Bond Street ",,"true","£0","USA ","Desk Phone"
"02/01/2018 18:19:38","Outbound","02034053382","0017132382050","382","11",,"1","Answered","International","106 New Bond Street ",,"true","£0","USA ","Desk Phone"
"02/01/2018 18:19:53","Outbound","02034053382","0017132382050","382","10",,"1","Answered","International","106 New Bond Street ",,"true","£0","USA ","Desk Phone"
"02/01/2018 18:20:08","Outbound","02034053382","0017132382050","382","10",,"1","Answered","International","106 New Bond Street ",,"true","£0","USA ","Desk Phone"
"02/01/2018 18:22:20","Outbound","02034053382","0012125836000","382","16",,"46","Answered","International","106 New Bond Street ",,"true","£0.014","USA ","Desk Phone"
"02/01/2018 18:23:46","Outbound","02034053382","0014845831400","382","35",,"0","Unanswered","International","106 New Bond Street ",,"true",,,"Desk Phone"
"02/01/2018 18:24:47","Outbound","02034053382","0016172437112","382","37",,"1","Answered","International","106 New Bond Street ",,"true","£0","USA ","Desk Phone"
"02/01/2018 18:55:06","Outbound","02034053383","0019542174896","383","20",,"61","Answered","International","106 New Bond Street ",,"true","£0.019","USA ","Desk Phone"
"02/01/2018 18:55:58","Outbound","02034053381","0012122787774","381","28",,"0","Answered","International","106 New Bond Street ",,"false","£0","USA ","Desk Phone"
"02/01/2018 18:56:48","Outbound","02034053381","0012407778223","381","24",,"0","Unanswered","International","106 New Bond Street ",,"false",,,"Desk Phone"
"02/01/2018 18:57:05","Outbound","02034053383","0015043210923","383","17",,"45","Answered","International","106 New Bond Street ",,"true","£0.014","USA ","Desk Phone"
"02/01/2018 18:59:19","Outbound","02034053383","0014798456220","383","18",,"137","Answered","International","106 New Bond Street ",,"true","£0.043","USA ","Desk Phone"
"02/01/2018 18:59:34","Outbound","02034053370","0013109540685","392","28",,"88","Answered","International","106 New Bond Street ",,"true","£0.028","USA ","Desk Phone"
"02/01/2018 19:02:37","Outbound","02034053383","0014056591963","383","20",,"149","Answered","International","106 New Bond Street ",,"true","£0.047","USA ","Desk Phone"
"02/01/2018 19:04:07","Outbound","02034053381","0015124639367","381","27",,"0","Answered","International","106 New Bond Street ",,"false","£0","USA ","Desk Phone"
"02/01/2018 19:09:04","Outbound","02034053381","0012129251419","381","13",,"7","Answered","International","106 New Bond Street ",,"false","£0.002","USA ","Desk Phone"
"02/01/2018 19:09:25","Outbound","02034053381","0012129251419","381","12",,"13","Answered","International","106 New Bond Street ",,"false","£0.004","USA ","Desk Phone"
"02/01/2018 19:11:23","Outbound","02034053383","0016123337651","383","15",,"63","Answered","International","106 New Bond Street ",,"true","£0.02","USA ","Desk Phone"
"02/01/2018 19:11:29","Outbound","02034053381","0012129251419","381","16",,"28","Answered","International","106 New Bond Street ",,"false","£0.009","USA ","Desk Phone"
"02/01/2018 19:12:41","Outbound","02034053381","0012125466940","381","10",,"35","Answered","International","106 New Bond Street ",,"false","£0.011","USA ","Desk Phone"
"02/01/2018 19:12:46","Outbound","02034053383","0012133674483","383","31",,"2","Answered","International","106 New Bond Street ",,"true","£0.001","USA ","Desk Phone"
