"Date/Time","Direction","Calling","Called","Extension","Ring","Wait","Talk","Answer","Class of Service","Site","Account","Recording","Cost","Charge Description","Source",
"10/01/2018 07:55:32","Outbound","02034053378","006565099919","378","13",,"26","Answered","International","106 New Bond Street ",,"true","£0.007","Singapore ","Desk Phone"
"10/01/2018 07:56:52","Outbound","02034053379","0081333236201","379","21",,"290","Answered","International","106 New Bond Street ",,"true","£0.213","Japan Tokyo","Desk Phone"
"10/01/2018 07:58:53","Outbound","02034053399","0033148240684","399","41",,"11","Answered","International","106 New Bond Street ",,"true","£0.004","France ","Desk Phone"
"10/01/2018 07:59:45","Outbound","02034053399","0033148240684","399","29",,"10","Answered","International","106 New Bond Street ",,"true","£0.028","France ","Desk Phone"
"10/01/2018 08:01:25","Outbound","02034053399","0031205436474","399","74",,"0","Unanswered","International","106 New Bond Street ",,"true",,,"Desk Phone"
"10/01/2018 08:01:34","Outbound","02034053378","0074955101515","378","14",,"125","Answered","International","106 New Bond Street ",,"true","£0.054","Russia Moscow","Desk Phone"
"10/01/2018 08:06:46","Outbound","02034053378","006562246766","378","19",,"34","Answered","International","106 New Bond Street ",,"true","£0.034","Singapore ","Desk Phone"
"10/01/2018 08:13:37","Outbound","02034053370","0027216574999","389","10",,"138","Answered","International","SIP Users",,"true","£0.233","South Africa ","Desk Phone"
"10/01/2018 08:20:02","Outbound","02034053399","0043153616330","399","26",,"7","Answered","International","106 New Bond Street ",,"true","£0.028","Austria ","Desk Phone"
"10/01/2018 08:25:38","Outbound","02034053370","0035896134600","394","14",,"751","Answered","International","106 New Bond Street ",,"true","£0.556","Finland Helsinki","Desk Phone"
"10/01/2018 08:28:09","Outbound","02034053378","0085226977001","378","17",,"0","Unanswered","International","106 New Bond Street ",,"false",,,"Desk Phone"
"10/01/2018 08:28:39","Outbound","02034053370","00911414901636","389","52",,"0","Unanswered","International","SIP Users",,"true",,,"Desk Phone"
"10/01/2018 08:28:51","Outbound","02034053378","004315136503313","378","15",,"35","Answered","International","106 New Bond Street ",,"true","£0.041","Austria ","Desk Phone"
"10/01/2018 08:29:44","Outbound","02034053370","00919829259909","389","14",,"81","Answered","International","SIP Users",,"true","£0.256","India Mobile","Desk Phone"
"10/01/2018 08:30:19","Outbound","02034053378","0041224363700","378","23",,"0","Unanswered","International","106 New Bond Street ",,"false",,,"Desk Phone"
"10/01/2018 08:31:41","Outbound","02034053378","0041442695090","378","15",,"13","Answered","International","106 New Bond Street ",,"true","£0.032","Switzerland Zurich","Desk Phone"
"10/01/2018 08:32:27","Outbound","02034053378","0033140065150","378","68",,"0","Unanswered","International","106 New Bond Street ",,"true",,,"Desk Phone"
"10/01/2018 08:33:46","Outbound","02034053378","00498937426790","378","18",,"25","Answered","International","106 New Bond Street ",,"true","£0.034","Germany ","Desk Phone"
