"Date/Time","Direction","Calling","Called","Extension","Ring","Wait","Talk","Answer","Class of Service","Site","Account","Cost","Charge Description","Source",
"03/04/2018 08:17:11","Outbound","02034053370","0085225263192","394","15",,"0","Unanswered","International","106 New Bond Street ",,,,"Desk Phone"
"03/04/2018 08:20:38","Outbound","02034053370","006565168122","394","32",,"1","Answered","International","106 New Bond Street ",,"£0.025","Singapore ","Desk Phone"
"03/04/2018 08:44:03","Outbound","02034053379","0085237933700","379","17",,"0","Unanswered","International","106 New Bond Street ",,,,"Desk Phone"
"03/04/2018 08:45:33","Outbound","02034053371","0082237741538","371","59",,"760","Answered","International","106 New Bond Street ",,"£0.414","South Korea ","Desk Phone"
"03/04/2018 08:47:15","Outbound","02034053378","006562246766","378","17",,"19","Answered","International","106 New Bond Street ",,"£0.03","Singapore ","Desk Phone"
"03/04/2018 08:48:58","Outbound","02034053378","003222297017","378","26",,"29","Answered","International","106 New Bond Street ",,"£0.04","Belgium ","Desk Phone"
"03/04/2018 08:50:33","Outbound","02034053379","006563725929","379","40",,"2","Answered","International","106 New Bond Street ",,"£0.026","Singapore ","Desk Phone"
"03/04/2018 08:50:41","Outbound","02034053378","0085228321076","378","26",,"2","Answered","International","106 New Bond Street ",,"£0.026","Hong Kong ","Desk Phone"
"03/04/2018 08:51:32","Outbound","02034053378","00861087412901","378","74",,"0","Unanswered","International","106 New Bond Street ",,,,"Desk Phone"
"03/04/2018 08:53:09","Outbound","02034053378","006565099919","378","15",,"55","Answered","International","106 New Bond Street ",,"£0.039","Singapore ","Desk Phone"
"03/04/2018 08:54:40","Outbound","02034053378","0085235105600","378","17",,"0","Unanswered","International","106 New Bond Street ",,,,"Desk Phone"
"03/04/2018 08:55:02","Outbound","02034053378","0085221081110","378","16",,"0","Unanswered","International","106 New Bond Street ",,,,"Desk Phone"
"03/04/2018 08:55:46","Outbound","02034053378","0085228259929","378","42",,"65","Answered","International","106 New Bond Street ",,"£0.064","Hong Kong ","Desk Phone"
